Year,Month,Weekday,lag_1,lag_7,roll7,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,y,fecha
2015,4,3,58.36,48.47,58.92142857142857,4.0,2.33,3.0,18.0,11.0,0.0,10.0,4.0,52.33,2015-04-08
2015,4,4,52.33,60.46,59.47285714285715,1.33,6.0,8.0,22.2,8.0,0.0,6.0,1.0,52.53,2015-04-09
2015,4,5,52.53,61.85,58.339999999999996,9.84,6.505,4.0,65.6,5.0,2.0,8.0,5.0,105.945,2015-04-10
2015,4,6,105.945,76.0,64.6392857142857,11.68,3.0,3.4,26.0,9.0,0.0,5.0,6.0,64.08,2015-04-11
2015,4,7,64.08,49.45,62.93642857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-04-12
2015,4,1,0.0,57.86,55.872142857142855,6.67,1.34,7.0,25.2,5.0,0.0,3.0,7.0,55.21,2015-04-13
2015,4,2,55.21,58.36,55.493571428571435,4.66,6.01,7.0,41.8,5.0,0.0,5.0,2.0,71.47,2015-04-14
2015,4,3,71.47,52.33,57.36642857142857,2.0,2.33,3.0,29.25,15.0,0.0,0.0,2.0,53.58,2015-04-15
2015,4,4,53.58,52.53,57.545,2.34,1.0,7.2,30.6,7.0,0.0,9.0,4.0,61.14,2015-04-16
2015,4,5,61.14,105.945,58.77499999999999,9.33,3.66,3.0,29.65,6.0,0.0,1.0,5.0,57.64,2015-04-17
2015,4,6,57.64,64.08,51.87428571428571,7.33,3.0,1.0,31.3,1.0,0.0,1.0,4.0,48.63,2015-04-18
2015,4,7,48.63,0.0,49.667142857142856,9.32,5.528,3.8,36.5,3.0,0.0,0.0,2.0,60.148,2015-04-19
2015,4,1,60.148,55.21,58.25971428571428,3.0,5.043,3.7,38.0,13.0,0.0,1.0,3.0,66.743,2015-04-20
2015,4,2,66.743,71.47,59.90728571428571,6.33,1.0,2.0,35.2,9.0,0.0,0.0,6.0,59.53,2015-04-21
2015,4,3,59.53,53.58,58.20157142857143,1.33,4.627,3.2,32.0,3.0,0.0,1.0,2.0,47.157,2015-04-22
2015,4,4,47.157,61.14,57.284,4.0,1.0,1.0,28.2,8.0,0.0,1.0,4.0,47.2,2015-04-23
2015,4,5,47.2,57.64,55.29257142857143,10.0,1.0,4.0,30.0,5.0,0.0,1.0,5.0,56.0,2015-04-24
2015,4,6,56.0,48.63,55.05828571428572,5.0,3.165,8.0,38.1,3.0,0.0,1.0,3.0,61.265,2015-04-25
2015,4,7,61.265,60.148,56.863285714285716,7.0,6.0,3.0,37.6,5.0,0.0,1.0,1.0,60.6,2015-04-26
2015,4,1,60.6,66.743,56.927857142857135,3.0,0.78,4.0,43.0,10.0,0.0,0.0,10.0,70.78,2015-04-27
2015,4,2,70.78,59.53,57.504571428571424,4.33,4.67,3.1,15.2,7.0,0.0,5.0,6.0,45.3,2015-04-28
2015,4,3,45.3,47.157,55.47171428571429,2.0,0.43,4.2,27.6,2.0,0.0,11.0,3.0,50.23,2015-04-29
2015,4,4,50.23,47.2,55.910714285714285,3.0,8.727,2.6,32.6,7.0,0.0,3.0,7.0,63.927,2015-04-30
2015,5,5,63.927,56.0,58.300285714285714,5.34,1.68,4.94,11.4,4.0,0.0,0.0,4.7,32.06,2015-05-01
2015,5,6,32.06,61.265,54.88028571428571,5.0,3.66,3.0,47.8,6.0,2.0,0.0,5.0,72.46,2015-05-02
2015,5,7,72.46,60.6,56.479571428571425,6.67,1.066,2.1,19.2,4.0,0.0,1.0,6.0,40.036,2015-05-03
2015,5,1,40.036,70.78,53.54185714285715,4.0,4.723,8.6,36.0,5.0,1.0,10.0,3.3,72.623,2015-05-04
2015,5,2,72.623,45.3,53.805142857142854,3.34,3.462,2.0,19.0,6.0,0.0,5.0,2.5,41.302,2015-05-05
2015,5,3,41.302,50.23,53.233999999999995,4.66,6.497,2.0,40.2,11.0,0.0,0.0,6.0,70.357,2015-05-06
2015,5,4,70.357,63.927,56.10928571428571,2.0,3.34,2.0,21.0,4.0,1.0,5.0,10.0,48.34,2015-05-07
2015,5,5,48.34,32.06,53.88257142857143,1.0,6.34,5.0,16.0,8.0,0.0,4.0,1.0,41.34,2015-05-08
2015,5,6,41.34,72.46,55.20828571428571,3.66,4.34,7.4,21.0,11.0,1.0,1.0,6.0,55.4,2015-05-09
2015,5,7,55.4,40.036,52.77114285714286,3.34,5.427,3.8,13.0,3.0,0.0,1.0,10.0,39.567,2015-05-10
2015,5,1,39.567,72.623,52.70414285714286,3.33,6.66,5.9,21.0,3.0,0.0,6.0,4.0,49.89,2015-05-11
2015,5,2,49.89,41.302,49.45657142857143,7.33,1.99,8.2,22.95,13.0,0.0,0.0,8.0,61.47,2015-05-12
2015,5,3,61.47,70.357,52.33771428571429,8.0,3.44,9.0,28.4,5.0,0.0,2.0,4.5,60.34,2015-05-13
2015,5,4,60.34,48.34,50.906714285714294,3.0,5.067,3.0,14.0,1.0,0.0,0.0,5.0,31.067,2015-05-14
2015,5,5,31.067,41.34,48.43914285714286,3.34,6.53,4.3,48.4,8.0,0.0,4.0,3.2,77.77,2015-05-15
2015,5,6,77.77,55.4,53.64342857142857,5.0,4.066,4.1,40.4,4.0,0.0,0.0,4.0,61.566,2015-05-16
2015,5,7,61.566,39.567,54.52428571428571,5.0,3.33,5.0,23.2,0.0,0.0,0.0,8.0,44.53,2015-05-17
2015,5,1,44.53,49.89,55.233285714285714,7.0,2.713,5.2,21.4,6.0,1.0,2.0,2.2,47.513000000000005,2015-05-18
2015,5,2,47.513000000000005,61.47,54.89371428571428,3.0,1.66,3.0,20.0,8.0,0.0,0.0,3.0,38.66,2015-05-19
2015,5,3,38.66,60.34,51.63514285714285,5.67,6.465,2.0,17.0,12.0,1.0,5.0,6.0,55.135,2015-05-20
2015,5,4,55.135,31.067,50.891571428571424,6.0,1.957,3.0,10.0,5.0,0.0,1.0,3.3,30.257,2015-05-21
2015,5,5,30.257,77.77,50.77585714285714,3.0,0.198,2.0,15.0,8.0,0.0,0.0,7.0,35.198,2015-05-22
2015,5,6,35.198,61.566,44.694142857142865,5.68,2.69,5.0,23.45,10.0,0.0,2.0,7.0,55.82,2015-05-23
2015,5,7,55.82,44.53,43.873285714285714,5.33,7.769,3.0,20.0,5.0,0.0,0.0,1.3,42.399,2015-05-24
2015,5,1,42.399,47.513000000000005,43.56885714285714,9.66,3.33,4.0,30.0,11.0,3.0,0.0,3.0,63.99,2015-05-25
2015,5,2,63.99,38.66,45.922714285714285,7.34,3.34,4.5,27.0,11.0,0.0,22.0,10.0,85.18,2015-05-26
2015,5,3,85.18,55.135,52.56842857142857,4.0,2.66,2.0,24.2,7.0,0.0,0.0,1.0,40.86,2015-05-27
2015,5,4,40.86,30.257,50.52914285714286,6.0,2.33,6.7,17.1,3.0,0.0,20.0,3.0,58.13,2015-05-28
2015,5,5,58.13,35.198,54.511,6.33,5.01,3.0,41.8,6.0,0.0,5.0,3.0,70.14,2015-05-29
2015,5,6,70.14,55.82,59.50271428571428,14.0,2.68,6.0,24.5,4.0,0.0,4.0,8.0,63.18,2015-05-30
2015,5,7,63.18,42.399,60.55414285714286,3.0,4.697,6.3,31.5,2.0,0.0,0.0,10.5,57.997,2015-05-31
2015,6,1,57.997,63.99,62.782428571428575,4.66,5.0,2.5,23.55,12.0,0.0,2.0,3.0,52.71,2015-06-01
2015,6,2,52.71,85.18,61.171,8.33,8.0,7.9,24.0,10.0,4.0,3.0,6.0,71.22999999999999,2015-06-02
2015,6,3,71.22999999999999,40.86,59.17814285714285,5.0,1.66,5.3,30.0,9.0,0.0,6.0,2.0,58.96,2015-06-03
2015,6,4,58.96,58.13,61.76385714285714,2.33,4.0,3.0,20.0,5.0,0.0,2.0,2.0,38.33,2015-06-04
2015,6,5,38.33,70.14,58.93528571428571,5.0,0.67,5.0,13.0,6.0,0.0,1.0,7.0,37.67,2015-06-05
2015,6,6,37.67,63.18,54.29671428571429,3.68,3.68,2.0,16.0,6.0,0.0,17.0,2.0,50.36,2015-06-06
2015,6,7,50.36,57.997,52.46528571428571,6.34,5.01,2.0,17.0,6.0,1.0,22.0,6.0,65.35,2015-06-07
2015,6,1,65.35,52.71,53.51571428571428,6.0,5.66,2.5,31.0,10.0,1.0,3.0,7.0,66.16,2015-06-08
2015,6,2,66.16,71.22999999999999,55.43714285714285,3.0,4.0,4.0,26.6,14.0,0.0,0.0,4.6,56.2,2015-06-09
2015,6,3,56.2,58.96,53.29,4.34,3.01,8.0,18.676,6.0,0.0,7.0,2.0,49.026,2015-06-10
2015,6,4,49.026,38.33,51.87085714285714,6.0,2.33,5.1,38.3,11.0,0.0,1.0,3.0,66.72999999999999,2015-06-11
2015,6,5,66.72999999999999,37.67,55.928,1.67,1.66,2.0,17.5,2.0,2.0,0.0,5.0,31.83,2015-06-12
2015,6,6,31.83,50.36,55.09371428571428,2.33,4.66,7.3,21.4,6.0,0.0,12.0,4.0,57.69,2015-06-13
2015,6,7,57.69,65.35,56.140857142857136,5.0,3.67,1.6,14.0,6.0,0.0,3.0,2.0,35.27,2015-06-14
2015,6,1,35.27,66.16,51.843714285714285,4.0,3.36,5.0,37.0,9.0,0.0,6.0,9.0,73.36,2015-06-15
2015,6,2,73.36,56.2,52.87228571428572,7.0,3.34,4.0,20.0,6.0,0.0,8.0,5.0,53.34,2015-06-16
2015,6,3,53.34,49.026,52.46371428571428,3.66,3.32,8.66,24.0,10.0,1.0,20.0,2.0,72.64,2015-06-17
2015,6,4,72.64,66.72999999999999,55.83714285714285,3.0,5.33,7.0,24.6,4.0,0.0,23.0,3.6,70.53,2015-06-18
2015,6,5,70.53,31.83,56.38,5.33,4.01,3.1,24.0,13.0,2.0,10.0,6.3,67.74,2015-06-19
2015,6,6,67.74,57.69,61.510000000000005,9.34,3.0,3.0,26.8,5.0,0.0,10.0,7.0,64.14,2015-06-20
2015,6,7,64.14,35.27,62.431428571428576,9.34,0.68,5.0,18.0,5.0,0.0,6.0,2.0,46.02,2015-06-21
2015,6,1,46.02,73.36,63.96714285714285,5.17,6.99,9.6,29.062,0.0,0.0,1.0,5.0,56.822,2015-06-22
2015,6,2,56.822,53.34,61.604571428571425,4.67,5.67,3.5,19.0,7.0,0.0,5.0,5.0,49.84,2015-06-23
2015,6,3,49.84,72.64,61.10457142857143,3.83,4.0,7.0,23.8,5.0,1.0,4.0,3.0,51.63,2015-06-24
2015,6,4,51.63,70.53,58.10314285714286,6.33,4.34,6.0,24.125,4.0,0.0,0.0,3.0,47.795,2015-06-25
2015,6,5,47.795,67.74,54.855285714285706,7.17,0.33,2.0,29.0,3.0,0.0,1.0,4.0,46.5,2015-06-26
2015,6,6,46.5,64.14,51.82099999999999,7.33,3.33,6.0,36.0,10.0,0.0,1.0,2.0,65.66,2015-06-27
2015,6,7,65.66,46.02,52.03814285714286,5.34,4.65,7.4,12.0,0.0,0.0,6.0,6.0,41.39,2015-06-28
2015,6,1,41.39,56.822,51.376714285714286,5.68,3.66,4.0,22.0,15.0,0.0,11.0,3.0,64.34,2015-06-29
2015,6,2,64.34,49.84,52.45071428571429,1.0,4.67,6.0,35.0,12.0,0.0,2.0,4.3,64.97,2015-06-30
2015,7,3,64.97,51.63,54.61214285714285,8.83,5.68,5.4,18.25,14.0,1.0,12.0,10.0,75.16,2015-07-01
2015,7,4,75.16,47.795,57.973571428571425,3.0,2.0,1.0,23.15,3.0,0.0,1.0,2.0,35.15,2015-07-02
2015,7,5,35.15,46.5,56.16714285714285,5.5,4.33,3.5,24.5,10.0,0.0,8.0,4.0,59.83,2015-07-03
2015,7,6,59.83,65.66,58.07142857142856,7.35,2.34,4.2,15.2,2.0,0.0,0.0,3.0,34.09,2015-07-04
2015,7,7,34.09,41.39,53.56142857142857,5.0,4.34,4.2,14.0,10.0,0.0,1.0,4.0,42.54,2015-07-05
2015,7,1,42.54,64.34,53.72571428571429,5.5,4.68,2.0,20.0,8.0,0.0,3.0,3.0,46.18,2015-07-06
2015,7,2,46.18,64.97,51.131428571428565,4.84,4.68,2.3,19.6,5.0,0.0,3.0,7.0,46.42,2015-07-07
2015,7,3,46.42,75.16,48.48142857142857,2.0,1.35,3.0,18.6,6.0,0.0,5.0,3.0,38.95,2015-07-08
2015,7,4,38.95,35.15,43.308571428571426,2.34,1.67,2.0,32.75,4.0,0.0,0.0,5.0,47.76,2015-07-09
2015,7,5,47.76,59.83,45.11,5.5,6.34,5.0,37.0,15.0,0.0,8.0,6.0,82.84,2015-07-10
2015,7,6,82.84,34.09,48.39714285714285,4.0,2.33,4.9,45.0,9.0,0.0,2.0,10.0,77.23,2015-07-11
2015,7,7,77.23,42.54,54.56,6.33,5.33,5.0,25.3,5.0,0.0,0.0,6.5,53.46,2015-07-12
2015,7,1,53.46,46.18,56.120000000000005,3.68,0.66,8.0,22.55,5.0,0.0,0.0,3.0,42.89,2015-07-13
2015,7,2,42.89,46.42,55.65,0.34,4.33,5.0,14.0,1.0,0.0,2.0,2.0,28.67,2015-07-14
2015,7,3,28.67,38.95,53.114285714285714,8.49,1.66,4.0,20.2,5.0,0.0,1.0,9.0,49.35,2015-07-15
2015,7,4,49.35,47.76,54.6,8.34,3.33,1.0,18.0,3.0,0.0,2.0,4.0,39.67,2015-07-16
2015,7,5,39.67,82.84,53.44428571428572,2.5,1.33,1.0,28.0,3.0,0.0,0.0,2.3,38.13,2015-07-17
2015,7,6,38.13,77.23,47.05714285714286,3.68,7.38,2.0,25.0,8.0,3.0,1.0,3.0,53.06,2015-07-18
2015,7,7,53.06,53.46,43.604285714285716,11.68,1.68,2.0,15.0,1.0,0.0,1.0,3.0,35.36,2015-07-19
2015,7,1,35.36,42.89,41.01857142857143,5.84,4.67,5.0,41.0,4.0,0.0,0.0,2.0,62.51,2015-07-20
2015,7,2,62.51,28.67,43.82142857142857,4.68,1.0,3.2,14.25,7.0,0.0,1.0,4.0,35.129999999999995,2015-07-21
2015,7,3,35.129999999999995,49.35,44.74428571428571,9.33,0.34,5.0,22.0,10.0,0.0,5.0,3.0,54.67,2015-07-22
2015,7,4,54.67,39.67,45.50428571428572,1.5,4.0,3.0,14.0,3.0,0.0,0.0,2.0,27.5,2015-07-23
2015,7,5,27.5,38.13,43.76571428571429,6.0,6.34,3.6,29.6,9.0,1.0,1.0,10.0,66.53999999999999,2015-07-24
2015,7,6,66.53999999999999,53.06,47.824285714285715,4.0,4.0,5.0,22.0,7.0,1.0,0.0,4.0,47.0,2015-07-25
2015,7,7,47.0,35.36,46.958571428571425,5.0,2.99,3.0,29.0,4.0,0.0,0.0,0.0,43.99,2015-07-26
2015,7,1,43.99,62.51,48.19142857142857,7.34,3.34,7.0,24.0,9.0,0.0,0.0,1.5,52.18,2015-07-27
2015,7,2,52.18,35.129999999999995,46.715714285714284,14.18,6.02,1.0,15.2,14.0,0.0,1.0,3.0,54.4,2015-07-28
2015,7,3,54.4,54.67,49.46857142857142,10.34,3.34,4.0,21.378,8.0,0.0,2.0,1.0,50.058,2015-07-29
2015,7,4,50.058,27.5,48.809714285714286,3.0,3.33,14.0,16.3,3.0,0.0,0.0,4.0,43.63,2015-07-30
2015,7,5,43.63,66.53999999999999,51.114,5.5,9.0,6.2,24.0,8.0,0.0,0.0,6.0,58.7,2015-07-31
2015,8,6,58.7,47.0,49.99400000000001,5.0,5.0,4.0,19.0,14.0,0.0,0.0,2.0,49.0,2015-08-01
2015,8,7,49.0,43.99,50.27971428571429,5.0,6.7,4.0,15.0,9.0,0.0,0.0,2.0,41.7,2015-08-02
2015,8,1,41.7,52.18,49.95257142857143,1.5,2.33,1.5,23.0,3.5,1.0,5.0,1.0,38.83,2015-08-03
2015,8,2,38.83,54.4,48.045428571428566,6.34,2.33,3.0,23.0,5.0,1.0,0.0,4.0,44.67,2015-08-04
2015,8,3,44.67,50.058,46.65542857142857,5.0,3.33,4.2,22.2,3.5,0.0,0.0,1.0,39.23,2015-08-05
2015,8,4,39.23,43.63,45.10857142857143,5.33,1.67,8.0,35.0,11.0,0.0,3.0,2.0,66.0,2015-08-06
2015,8,5,66.0,58.7,48.30428571428571,4.33,4.0,6.0,22.0,9.0,2.0,1.0,6.0,54.33,2015-08-07
2015,8,6,54.33,49.0,47.68,6.33,5.33,7.0,22.0,5.0,0.0,0.0,0.7,46.36,2015-08-08
2015,8,7,46.36,41.7,47.30285714285714,5.0,3.66,2.0,21.0,5.0,0.0,2.0,3.0,41.66,2015-08-09
2015,8,1,41.66,38.83,47.29714285714285,3.67,5.68,4.2,29.0,12.5,0.0,1.0,5.0,61.05,2015-08-10
2015,8,2,61.05,44.67,50.471428571428575,12.33,6.66,7.4,18.1,10.0,0.0,0.0,4.0,58.49,2015-08-11
2015,8,3,58.49,39.23,52.44571428571429,8.67,7.693,4.0,28.2,9.5,0.0,1.0,1.0,60.063,2015-08-12
2015,8,4,60.063,66.0,55.42185714285714,8.0,2.0,6.0,23.438,9.0,0.0,3.0,3.0,54.438,2015-08-13
2015,8,5,54.438,54.33,53.77014285714285,3.0,4.66,4.0,16.7,5.0,0.0,1.0,4.0,38.36,2015-08-14
2015,8,6,38.36,46.36,51.48871428571429,3.34,6.34,6.0,35.0,14.0,1.0,1.0,1.0,67.68,2015-08-15
2015,8,7,67.68,41.66,54.53442857142857,2.0,4.67,2.0,19.25,4.0,2.0,0.0,2.0,35.92,2015-08-16
2015,8,1,35.92,61.05,53.71442857142858,8.0,3.0,3.0,33.0,6.0,0.0,0.0,2.0,55.0,2015-08-17
2015,8,2,55.0,58.49,52.85014285714286,6.01,2.67,3.0,24.0,16.0,0.0,3.0,1.0,55.68,2015-08-18
2015,8,3,55.68,60.063,52.44871428571429,6.33,2.66,8.0,28.0,15.0,0.0,3.0,3.0,65.99000000000001,2015-08-19
2015,8,4,65.99000000000001,54.438,53.295428571428566,3.5,3.68,5.0,19.0,6.0,1.0,0.0,0.0,38.18,2015-08-20
2015,8,5,38.18,38.36,50.972857142857144,6.0,0.67,3.0,34.0,8.0,1.0,1.0,4.0,57.67,2015-08-21
2015,8,6,57.67,67.68,53.73142857142857,2.34,6.736,4.0,28.0,6.0,3.0,1.0,6.0,57.076,2015-08-22
2015,8,7,57.076,35.92,52.216571428571434,8.99,5.33,3.0,28.0,8.0,0.0,2.0,2.0,57.32,2015-08-23
2015,8,1,57.32,55.0,55.273714285714284,8.5,3.66,3.4,45.1,8.0,0.0,0.0,1.0,69.66,2015-08-24
2015,8,2,69.66,55.68,57.368,2.34,2.67,4.0,23.5,20.0,0.0,1.0,3.0,56.51,2015-08-25
2015,8,3,56.51,65.99000000000001,57.48657142857143,2.67,4.02,7.3,27.0,7.0,0.0,1.0,6.0,54.99,2015-08-26
2015,8,4,54.99,38.18,55.91514285714287,9.33,3.0,4.5,32.0,8.0,0.0,0.0,3.0,59.83,2015-08-27
2015,8,5,59.83,57.67,59.008,7.0,8.67,1.0,15.1,12.0,0.0,0.0,3.0,46.77,2015-08-28
2015,8,6,46.77,57.076,57.450857142857146,10.84,10.34,4.0,23.2,4.0,3.0,3.0,2.0,60.38,2015-08-29
2015,8,7,60.38,57.32,57.92285714285714,11.0,6.02,3.5,21.0,3.0,0.0,6.0,4.0,54.52,2015-08-30
2015,8,1,54.52,69.66,57.52285714285715,4.0,9.34,3.4,38.0,9.5,0.0,6.0,2.0,72.24,2015-08-31
2015,9,2,72.24,56.51,57.89142857142857,8.18,2.84,4.4,28.25,8.0,0.0,0.0,3.0,54.67,2015-09-01
2015,9,3,54.67,54.99,57.628571428571426,5.33,7.0,3.0,31.3,9.5,0.0,5.0,5.0,66.13,2015-09-02
2015,9,4,66.13,59.83,59.21999999999999,1.34,3.68,2.2,19.0,13.0,0.0,4.0,2.0,45.22,2015-09-03
2015,9,5,45.22,46.77,57.13285714285714,3.34,2.68,3.1,20.0,8.0,1.0,1.0,2.0,41.12,2015-09-04
2015,9,6,41.12,60.38,56.32571428571429,8.83,6.01,3.2,20.0,10.5,1.0,6.0,4.0,59.54,2015-09-05
2015,9,7,59.54,54.52,56.205714285714286,8.33,9.67,6.0,23.6,8.0,1.0,0.0,3.0,59.6,2015-09-06
2015,9,1,59.6,72.24,56.93142857142857,4.34,6.124,2.5,32.8,7.0,1.0,5.0,2.0,60.764,2015-09-07
2015,9,2,60.764,54.67,55.291999999999994,2.67,1.693,5.0,29.2,4.0,0.0,2.0,4.0,48.563,2015-09-08
2015,9,3,48.563,66.13,54.41957142857143,2.0,3.0,1.0,34.7,8.0,0.0,2.0,2.0,52.7,2015-09-09
2015,9,4,52.7,45.22,52.501,6.0,3.99,4.2,21.2,18.0,0.0,2.0,2.0,57.39,2015-09-10
2015,9,5,57.39,41.12,54.23957142857143,11.33,5.0,9.0,30.0,9.0,0.0,2.0,2.0,68.33,2015-09-11
2015,9,6,68.33,59.54,58.126714285714286,4.66,7.66,5.2,63.3,6.0,3.0,0.0,2.0,91.82,2015-09-12
2015,9,7,91.82,59.6,62.73814285714286,7.33,6.165,7.2,25.0,4.0,0.0,11.0,3.0,63.695,2015-09-13
2015,9,1,63.695,60.764,63.323142857142855,4.68,5.0,1.0,31.3,14.0,0.0,0.0,0.0,55.98,2015-09-14
2015,9,2,55.98,48.563,62.63971428571428,3.33,5.076,4.2,23.8,7.5,0.0,6.0,5.0,54.906,2015-09-15
2015,9,3,54.906,52.7,63.54585714285714,0.67,4.835,2.2,16.6,6.0,0.0,2.0,1.0,33.305,2015-09-16
2015,9,4,33.305,57.39,60.77514285714285,9.83,6.33,0.0,35.5,3.0,0.0,1.0,2.0,57.66,2015-09-17
2015,9,5,57.66,68.33,60.81371428571428,3.34,1.33,3.0,16.0,4.0,0.0,4.0,3.0,34.67,2015-09-18
2015,9,6,34.67,91.82,56.00514285714285,6.83,0.99,7.0,37.0,7.0,0.0,4.0,5.0,67.82,2015-09-19
2015,9,7,67.82,63.695,52.57657142857142,9.99,3.99,6.5,28.9,15.0,0.0,0.0,2.0,66.38,2015-09-20
2015,9,1,66.38,55.98,52.960142857142856,2.0,10.0,2.0,46.7,6.0,0.0,0.0,2.0,68.7,2015-09-21
2015,9,2,68.7,54.906,54.77728571428571,6.99,1.33,4.0,19.5,10.0,2.0,5.0,5.0,53.82,2015-09-22
2015,9,3,53.82,33.305,54.62214285714286,6.16,4.056,3.3,34.65,7.0,0.0,2.0,1.0,58.166,2015-09-23
2015,9,4,58.166,57.66,58.17371428571429,2.99,4.34,4.2,37.6,7.0,0.0,0.0,0.0,56.13,2015-09-24
2015,9,5,56.13,34.67,57.95514285714285,4.83,4.98,5.2,25.2,11.0,0.0,1.0,3.0,55.21,2015-09-25
2015,9,6,55.21,67.82,60.88942857142856,12.42,3.33,2.5,33.0,6.0,1.0,7.0,2.0,67.25,2015-09-26
2015,9,7,67.25,66.38,60.80799999999999,5.83,3.0,2.3,10.425,3.0,1.0,2.0,1.0,28.555,2015-09-27
2015,9,1,28.555,68.7,55.40442857142857,1.0,1.33,2.0,15.4,8.0,0.0,17.0,2.0,46.73,2015-09-28
2015,9,2,46.73,53.82,52.26585714285714,6.33,4.363,1.0,39.7,7.0,0.0,0.0,0.0,58.393,2015-09-29
2015,9,3,58.393,58.166,52.91914285714285,5.32,4.33,4.0,22.5,9.0,0.0,0.0,1.0,46.15,2015-09-30
2015,10,4,46.15,56.13,51.20257142857143,9.66,5.99,4.0,34.562,2.0,0.0,5.0,2.0,63.212,2015-10-01
2015,10,5,63.212,55.21,52.214285714285715,5.0,4.726,4.0,37.3,5.0,0.0,5.0,1.0,62.026,2015-10-02
2015,10,6,62.026,67.25,53.188,10.34,5.34,3.0,37.2,7.0,0.0,7.0,2.0,71.88,2015-10-03
2015,10,7,71.88,28.555,53.849428571428575,7.0,4.0,4.0,59.0,3.0,0.0,16.0,2.0,95.0,2015-10-04
2015,10,1,95.0,46.73,63.341571428571434,5.0,2.373,2.2,70.95,11.0,1.0,7.0,5.0,104.523,2015-10-05
2015,10,2,104.523,58.393,71.59771428571428,5.69,3.66,5.5,42.725,9.0,1.0,5.0,4.0,76.575,2015-10-06
2015,10,3,76.575,46.15,74.19514285714286,7.33,2.66,6.0,44.3,8.0,0.0,5.0,2.0,75.28999999999999,2015-10-07
2015,10,4,75.28999999999999,63.212,78.35799999999999,8.82,4.33,3.0,30.7,5.0,0.0,20.0,0.0,71.85,2015-10-08
2015,10,5,71.85,62.026,79.592,2.0,2.769,7.6,28.062,13.0,2.0,10.0,2.0,67.431,2015-10-09
2015,10,6,67.431,71.88,80.36414285714285,6.16,5.66,3.0,46.3,19.5,0.0,1.0,0.0,81.62,2015-10-10
2015,10,7,81.62,95.0,81.75557142857143,10.33,2.792,7.1,70.3,8.0,0.0,3.0,5.0,106.522,2015-10-11
2015,10,1,106.522,104.523,83.40157142857143,9.66,7.33,6.0,68.85,12.0,0.0,5.0,3.0,111.84,2015-10-12
2015,10,2,111.84,76.575,84.44685714285713,3.83,7.0,5.2,63.8,5.5,0.0,5.0,1.0,91.33,2015-10-13
2015,10,3,91.33,75.28999999999999,86.5547142857143,4.66,7.33,3.9,38.6,7.0,0.0,0.0,1.0,62.49,2015-10-14
2015,10,4,62.49,71.85,84.72614285714285,5.16,5.726,7.3,64.724,4.0,0.0,9.0,1.0,96.91,2015-10-15
2015,10,5,96.91,67.431,88.30614285714286,1.67,3.33,5.2,57.3,2.0,0.0,5.0,1.0,75.5,2015-10-16
2015,10,6,75.5,81.62,89.45885714285714,10.34,2.837,3.4,74.3,8.0,0.0,0.0,1.0,99.877,2015-10-17
2015,10,7,99.877,106.522,92.06700000000001,7.34,6.54,4.9,55.6,3.0,1.0,8.0,8.0,94.38,2015-10-18
2015,10,1,94.38,111.84,90.33242857142857,12.0,3.802,3.0,62.6,3.0,0.0,17.0,0.0,101.402,2015-10-19
2015,10,2,101.402,91.33,88.84128571428572,3.34,1.99,2.3,44.7,6.0,0.0,10.0,5.0,73.33000000000001,2015-10-20
2015,10,3,73.33000000000001,62.49,86.26985714285715,8.66,2.363,3.2,36.8,9.0,1.0,1.0,4.0,66.023,2015-10-21
2015,10,4,66.023,96.91,86.77457142857143,4.33,0.34,0.0,35.262,9.0,0.0,2.0,2.0,52.932,2015-10-22
2015,10,5,52.932,75.5,80.492,7.0,1.66,10.2,41.4,3.0,0.0,6.0,2.0,71.25999999999999,2015-10-23
2015,10,6,71.25999999999999,99.877,79.88628571428572,9.84,8.35,9.1,67.4,8.0,0.0,4.0,2.0,108.69,2015-10-24
2015,10,7,108.69,94.38,81.14528571428572,3.0,3.33,3.1,64.6,4.0,0.0,0.0,4.0,82.03,2015-10-25
2015,10,1,82.03,101.402,79.381,9.0,5.33,8.0,53.3,8.0,1.0,2.0,2.0,88.63,2015-10-26
2015,10,2,88.63,73.33000000000001,77.55642857142857,4.33,2.0,8.5,64.4,7.0,0.0,8.0,3.0,97.23,2015-10-27
2015,10,3,97.23,66.023,80.97071428571428,1.0,1.66,1.0,33.0,11.0,1.0,6.0,2.0,56.66,2015-10-28
2015,10,4,56.66,52.932,79.63314285714286,2.33,3.693,1.3,38.3,8.0,0.0,0.0,1.0,54.623,2015-10-29
2015,10,5,54.623,71.25999999999999,79.87471428571429,5.33,3.67,3.2,49.6,8.0,0.0,5.0,3.0,77.8,2015-10-30
2015,10,6,77.8,108.69,80.809,5.66,4.65,8.0,58.4,6.0,0.0,7.0,1.0,90.71,2015-10-31
2015,11,7,90.71,82.03,78.24042857142857,2.33,7.99,5.6,80.4,11.0,0.0,5.0,0.0,112.32,2015-11-01
2015,11,1,112.32,88.63,82.56757142857143,4.66,4.33,4.0,46.3,7.0,0.0,7.0,2.0,75.28999999999999,2015-11-02
2015,11,2,75.28999999999999,97.23,80.66185714285713,1.34,4.35,4.3,41.8,5.0,0.0,3.0,0.0,59.78999999999999,2015-11-03
